timestamp, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/08/03 02:38:47.333, 2542 MHz, 13801 MHz, 71.22 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:52.333, 2542 MHz, 13801 MHz, 68.55 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:57.334, 2542 MHz, 13801 MHz, 68.20 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:02.334, 2550 MHz, 13801 MHz, 71.29 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:07.335, 2542 MHz, 13801 MHz, 69.66 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:12.336, 2542 MHz, 13801 MHz, 69.68 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:17.337, 2542 MHz, 13801 MHz, 70.10 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:22.337, 2542 MHz, 13801 MHz, 70.29 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:27.338, 2542 MHz, 13801 MHz, 69.81 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:32.338, 2542 MHz, 13801 MHz, 69.70 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:37.339, 2542 MHz, 13801 MHz, 68.49 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:42.340, 2542 MHz, 13801 MHz, 68.85 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:47.341, 2550 MHz, 13801 MHz, 70.82 W, 31, 1 %, 1730 MiB
2026/08/03 02:39:52.342, 2550 MHz, 13801 MHz, 69.79 W, 31, 0 %, 1730 MiB
2026/08/03 02:39:57.342, 2550 MHz, 13801 MHz, 69.91 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:02.343, 2542 MHz, 13801 MHz, 71.10 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:07.344, 2542 MHz, 13801 MHz, 69.98 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:12.345, 2542 MHz, 13801 MHz, 69.79 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:17.345, 2542 MHz, 13801 MHz, 69.91 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:22.345, 2542 MHz, 13801 MHz, 68.52 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:27.346, 2542 MHz, 13801 MHz, 68.57 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:32.346, 2550 MHz, 13801 MHz, 70.54 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:37.347, 2542 MHz, 13801 MHz, 68.35 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:42.347, 2550 MHz, 13801 MHz, 69.57 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:47.348, 2542 MHz, 13801 MHz, 69.64 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:52.348, 2542 MHz, 13801 MHz, 68.32 W, 31, 0 %, 1730 MiB
2026/08/03 02:40:57.349, 2542 MHz, 13801 MHz, 70.66 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:02.349, 2542 MHz, 13801 MHz, 69.21 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:07.350, 2542 MHz, 13801 MHz, 68.59 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:12.350, 2542 MHz, 13801 MHz, 68.72 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:17.351, 2550 MHz, 13801 MHz, 69.35 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:22.351, 2542 MHz, 13801 MHz, 67.89 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:27.352, 2542 MHz, 13801 MHz, 68.75 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:32.352, 2542 MHz, 13801 MHz, 68.48 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:37.352, 2542 MHz, 13801 MHz, 67.34 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:42.353, 2542 MHz, 13801 MHz, 70.31 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:47.353, 2542 MHz, 13801 MHz, 69.83 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:52.354, 2550 MHz, 13801 MHz, 68.98 W, 31, 0 %, 1730 MiB
2026/08/03 02:41:57.354, 2542 MHz, 13801 MHz, 68.91 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:02.355, 2542 MHz, 13801 MHz, 69.59 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:07.355, 2542 MHz, 13801 MHz, 68.00 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:12.356, 2542 MHz, 13801 MHz, 69.50 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:17.356, 2542 MHz, 13801 MHz, 68.67 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:22.357, 2550 MHz, 13801 MHz, 68.54 W, 31, 1 %, 1730 MiB
2026/08/03 02:42:27.357, 2542 MHz, 13801 MHz, 70.84 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:32.357, 2542 MHz, 13801 MHz, 69.04 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:37.358, 2542 MHz, 13801 MHz, 70.41 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:42.358, 2542 MHz, 13801 MHz, 70.80 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:47.359, 2542 MHz, 13801 MHz, 68.84 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:52.359, 2542 MHz, 13801 MHz, 69.68 W, 31, 0 %, 1730 MiB
2026/08/03 02:42:57.360, 2550 MHz, 13801 MHz, 69.54 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:02.360, 2542 MHz, 13801 MHz, 68.95 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:07.360, 2542 MHz, 13801 MHz, 68.58 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:12.361, 2542 MHz, 13801 MHz, 70.83 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:17.361, 2542 MHz, 13801 MHz, 69.15 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:22.362, 2542 MHz, 13801 MHz, 69.34 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:27.362, 2542 MHz, 13801 MHz, 69.44 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:32.363, 2550 MHz, 13801 MHz, 67.83 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:37.363, 2542 MHz, 13801 MHz, 69.44 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:42.363, 2542 MHz, 13801 MHz, 69.91 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:47.364, 2550 MHz, 13801 MHz, 69.12 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:52.364, 2542 MHz, 13801 MHz, 67.91 W, 31, 0 %, 1730 MiB
2026/08/03 02:43:57.365, 2542 MHz, 13801 MHz, 69.69 W, 31, 0 %, 1753 MiB
2026/08/03 02:44:02.365, 2542 MHz, 13801 MHz, 68.94 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:07.366, 2550 MHz, 13801 MHz, 70.81 W, 31, 1 %, 1730 MiB
2026/08/03 02:44:12.366, 2542 MHz, 13801 MHz, 69.53 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:17.367, 2542 MHz, 13801 MHz, 70.08 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:22.367, 2542 MHz, 13801 MHz, 71.13 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:27.367, 2542 MHz, 13801 MHz, 70.51 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:32.368, 2542 MHz, 13801 MHz, 69.62 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:37.368, 2542 MHz, 13801 MHz, 69.01 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:42.369, 2542 MHz, 13801 MHz, 69.86 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:47.369, 2542 MHz, 13801 MHz, 69.81 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:52.370, 2542 MHz, 13801 MHz, 70.32 W, 31, 0 %, 1730 MiB
2026/08/03 02:44:57.370, 2542 MHz, 13801 MHz, 69.79 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:02.371, 2542 MHz, 13801 MHz, 68.62 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:07.371, 2542 MHz, 13801 MHz, 70.67 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:12.371, 2542 MHz, 13801 MHz, 68.78 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:17.372, 2542 MHz, 13801 MHz, 68.45 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:22.372, 2542 MHz, 13801 MHz, 70.36 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:27.373, 2542 MHz, 13801 MHz, 69.57 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:32.373, 2550 MHz, 13801 MHz, 69.07 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:37.374, 2542 MHz, 13801 MHz, 71.57 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:42.374, 2542 MHz, 13801 MHz, 69.44 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:47.375, 2542 MHz, 13801 MHz, 69.18 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:52.375, 2542 MHz, 13801 MHz, 71.59 W, 31, 0 %, 1730 MiB
2026/08/03 02:45:57.376, 2542 MHz, 13801 MHz, 68.87 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:02.376, 2550 MHz, 13801 MHz, 70.42 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:07.376, 2542 MHz, 13801 MHz, 70.04 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:12.377, 2542 MHz, 13801 MHz, 70.21 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:17.377, 2542 MHz, 13801 MHz, 70.54 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:22.378, 2542 MHz, 13801 MHz, 69.38 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:27.378, 2542 MHz, 13801 MHz, 68.75 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:32.379, 2542 MHz, 13801 MHz, 68.32 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:37.379, 2542 MHz, 13801 MHz, 70.04 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:42.380, 2542 MHz, 13801 MHz, 67.42 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:47.380, 2542 MHz, 13801 MHz, 69.26 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:52.380, 2542 MHz, 13801 MHz, 71.14 W, 31, 0 %, 1730 MiB
2026/08/03 02:46:57.381, 2542 MHz, 13801 MHz, 69.73 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:02.381, 2550 MHz, 13801 MHz, 71.18 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:07.382, 2542 MHz, 13801 MHz, 69.71 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:12.382, 2542 MHz, 13801 MHz, 68.17 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:17.383, 2542 MHz, 13801 MHz, 68.75 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:22.383, 2542 MHz, 13801 MHz, 70.43 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:27.384, 2542 MHz, 13801 MHz, 67.56 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:32.384, 2542 MHz, 13801 MHz, 69.81 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:37.385, 2542 MHz, 13801 MHz, 69.62 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:42.385, 2542 MHz, 13801 MHz, 68.30 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:47.385, 2542 MHz, 13801 MHz, 70.72 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:52.386, 2542 MHz, 13801 MHz, 69.38 W, 31, 0 %, 1730 MiB
2026/08/03 02:47:57.386, 2550 MHz, 13801 MHz, 69.77 W, 31, 1 %, 1730 MiB
2026/08/03 02:48:02.387, 2542 MHz, 13801 MHz, 69.96 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:07.387, 2550 MHz, 13801 MHz, 70.67 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:12.388, 2542 MHz, 13801 MHz, 69.67 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:17.388, 2542 MHz, 13801 MHz, 71.88 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:22.389, 2542 MHz, 13801 MHz, 70.54 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:27.389, 2542 MHz, 13801 MHz, 69.35 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:32.390, 2542 MHz, 13801 MHz, 71.61 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:37.390, 2542 MHz, 13801 MHz, 69.92 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:42.391, 2542 MHz, 13801 MHz, 69.04 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:47.391, 2542 MHz, 13801 MHz, 70.16 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:52.391, 2542 MHz, 13801 MHz, 69.93 W, 31, 0 %, 1730 MiB
2026/08/03 02:48:57.392, 2542 MHz, 13801 MHz, 70.40 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:02.392, 2542 MHz, 13801 MHz, 70.70 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:07.393, 2542 MHz, 13801 MHz, 69.73 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:12.393, 2542 MHz, 13801 MHz, 69.08 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:17.394, 2542 MHz, 13801 MHz, 70.71 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:22.394, 2550 MHz, 13801 MHz, 68.73 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:27.395, 2542 MHz, 13801 MHz, 69.87 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:32.395, 2542 MHz, 13801 MHz, 69.95 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:37.396, 2542 MHz, 13801 MHz, 68.55 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:42.396, 2542 MHz, 13801 MHz, 70.57 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:47.396, 2542 MHz, 13801 MHz, 70.86 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:52.397, 2542 MHz, 13801 MHz, 69.21 W, 31, 0 %, 1730 MiB
2026/08/03 02:49:57.397, 2542 MHz, 13801 MHz, 69.64 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:02.398, 2542 MHz, 13801 MHz, 71.46 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:07.398, 2550 MHz, 13801 MHz, 70.39 W, 31, 1 %, 1730 MiB
2026/08/03 02:50:12.399, 2542 MHz, 13801 MHz, 70.40 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:17.399, 2542 MHz, 13801 MHz, 70.63 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:22.400, 2542 MHz, 13801 MHz, 69.08 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:27.400, 2542 MHz, 13801 MHz, 71.04 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:32.402, 2542 MHz, 13801 MHz, 70.10 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:37.403, 2542 MHz, 13801 MHz, 68.95 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:42.403, 2542 MHz, 13801 MHz, 69.51 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:47.404, 2542 MHz, 13801 MHz, 70.25 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:52.405, 2542 MHz, 13801 MHz, 68.95 W, 31, 0 %, 1730 MiB
2026/08/03 02:50:57.405, 2542 MHz, 13801 MHz, 70.60 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:02.406, 2542 MHz, 13801 MHz, 69.64 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:07.406, 2542 MHz, 13801 MHz, 69.29 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:12.407, 2542 MHz, 13801 MHz, 70.47 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:17.409, 2542 MHz, 13801 MHz, 68.44 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:22.409, 2542 MHz, 13801 MHz, 70.27 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:27.410, 2542 MHz, 13801 MHz, 70.82 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:32.410, 2542 MHz, 13801 MHz, 69.00 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:37.410, 2542 MHz, 13801 MHz, 70.80 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:42.411, 2542 MHz, 13801 MHz, 70.50 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:47.411, 2542 MHz, 13801 MHz, 69.58 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:52.412, 2542 MHz, 13801 MHz, 70.04 W, 31, 0 %, 1730 MiB
2026/08/03 02:51:57.413, 2542 MHz, 13801 MHz, 70.94 W, 31, 0 %, 1730 MiB
2026/08/03 02:52:02.413, 2542 MHz, 13801 MHz, 70.19 W, 31, 0 %, 1730 MiB
2026/08/03 02:52:07.414, 2542 MHz, 13801 MHz, 69.95 W, 31, 0 %, 1730 MiB
2026/08/03 02:52:12.415, 2542 MHz, 13801 MHz, 69.98 W, 31, 0 %, 1730 MiB
