# Generated from /Users/suhjungdae/code/columbia/simsopt-jax-shared-jax/.artifacts/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/remote_artifacts/artifacts/integration_jax_chunked_gpu/batches/*.xml
# Columns: batch, classname, name, kind, first_failure_or_error_line
batch	classname	name	kind	first_failure_or_error_line
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_copy_object_api_parity[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_extend_via_normal_object_api_parity[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_extreme_hessian_request_hits_memory_guard[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_forms_and_curvatures_derivatives_match_cpu[cpu_parity-False]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_forms_and_curvatures_derivatives_match_cpu[cpu_parity-True]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_forms_and_curvatures_directional_taylor[cpu_parity-False]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_forms_and_curvatures_directional_taylor[cpu_parity-True]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_from_focus_object_api_parity[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_from_nescoil_input_object_api_parity[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_from_pyqsc_object_api_parity[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_from_vmec_input_object_api_parity[cpu_parity-input.LandremanSenguptaPlunk_section5p3-0.199228326303124]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_from_vmec_input_object_api_parity[cpu_parity-input.li383_low_res-2.97871721453671]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_from_wout_object_api_parity[cpu_parity-wout_LandremanSenguptaPlunk_section5p3_reference.nc-1.0-0.199228326859097]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_from_wout_object_api_parity[cpu_parity-wout_li383_low_res_reference.nc-1.0-2.98138727016329]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_geometry_allows_strict_transfer_guard[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_geometry_from_spec_matches_scalar_composition[cpu_parity-False]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_geometry_from_spec_matches_scalar_composition[cpu_parity-True]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_high_resolution_stellsym_transfer_guard_and_parity[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_jax_gauss_bonnet_matches_cpu_oracle[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_jax_jacobian_parity_non_stellsym[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_jax_jacobian_parity_stellsym[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_jax_parity_non_stellsym[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_jax_parity_stellsym[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_make_rotating_ellipse_object_api_parity[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_nonstellsym_area_volume_hessians_high_modes_match_cpu[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_scalar_gamma_hlo_stays_single_output[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_scalar_metric_parity_non_stellsym[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_scalar_metric_parity_stellsym[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_scalar_metrics_second_order_taylor[cpu_parity-False]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_scalar_metrics_second_order_taylor[cpu_parity-True]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_second_geometry_directional_taylor[cpu_parity-False]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_second_geometry_directional_taylor[cpu_parity-True]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_second_geometry_jacobians_match_cpu[cpu_parity-False]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_second_geometry_jacobians_match_cpu[cpu_parity-True]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_third_paired_lin_helpers_match_cpu[cpu_parity-False]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_third_paired_lin_helpers_match_cpu[cpu_parity-True]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_tiny_normal_autodiff_is_finite[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax	test_surface_rzfourier_unitnormal_degenerate_surface_matches_cpu_singularity[cpu_parity]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_jax_item06_closeout	test_surface_rzfourier_jax_production_scale_non_stellsym_parity	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_rzfourier_transfer_guard_jax	test_surface_rzfourier_scalar_gradients_allow_strict_transfer_guard	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[False-c=000]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[False-c=001]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[False-c=010]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[False-c=011]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[False-c=100]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[False-c=101]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[False-c=110]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[False-c=111]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[True-c=000]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[True-c=001]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[True-c=010]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[True-c=011]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[True-c=100]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[True-c=101]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[True-c=110]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_combination_gamma_parity[True-c=111]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_dims_invalidates_jit_cache	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_gamma_runs_under_strict_transfer_guard	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[False-clamped_dims0]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[False-clamped_dims1]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[False-clamped_dims2]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[False-clamped_dims3]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[False-clamped_dims4]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[False-clamped_dims5]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[False-clamped_dims6]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[False-clamped_dims7]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[True-clamped_dims0]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[True-clamped_dims1]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[True-clamped_dims2]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[True-clamped_dims3]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[True-clamped_dims4]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[True-clamped_dims5]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[True-clamped_dims6]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_clamped_normal_and_unitnormal_parity[True-clamped_dims7]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_surface_spec_no_longer_raises_clamped_dims	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_surface_spec_round_trips_clamped_dims	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_unclamped_baseline_gamma_parity[False]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.geo.test_surface_xyz_tensor_clamped_jax	test_unclamped_baseline_gamma_parity[True]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_011	tests.integration.test_jax_native_path.TestFourierBasis	test_geometry_parity[1]	failure	ImportError: cannot import name 'jaxfouriercurve_geometry_pure' from 'simsopt.geo.curvexyzfourier' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/curvexyzfourier.py)
batch_011	tests.integration.test_jax_native_path.TestFourierBasis	test_geometry_parity[3]	failure	ImportError: cannot import name 'jaxfouriercurve_geometry_pure' from 'simsopt.geo.curvexyzfourier' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/curvexyzfourier.py)
batch_011	tests.integration.test_jax_native_path.TestFourierBasis	test_geometry_parity[6]	failure	ImportError: cannot import name 'jaxfouriercurve_geometry_pure' from 'simsopt.geo.curvexyzfourier' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/curvexyzfourier.py)
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_boozer_qa_wrappers_passes_native_supported_parity	failure	AssertionError: Coil[0] base curve type CurveXYZFourier does not expose an immutable native JAX spec (to_spec()); BiotSavartJAX cannot be constructed for this fixture.
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_boozer_surface_basic_passes_residual_and_label_parity	failure	AssertionError: Coil[0] base curve type CurveXYZFourier does not expose an immutable native JAX spec (to_spec()); BiotSavartJAX cannot be constructed for this fixture.
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_cli_minimal_fixture_uses_current_source_tree	failure	subprocess.CalledProcessError: Command '['/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/venv/bin/python', '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/benchmarks/non_banana_example_cpp_jax_cpu_parity.py', '--fixtures', 'minimal_stage2_flux_length_gap', '--git-sha', 'test-suite-fixed-sha', '--output-json', '/tmp/pytest-of-root/pytest-4/test_cli_minimal_fixture_uses_0/minimal.json']' returned non-zero exit status 1.
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_coil_forces_support_gate_reaches_pass_public_wrapper_parity	failure	AssertionError: RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_cws_saved_local_flux_parity[cws_saved_local_flux_nfp2]	failure	AssertionError: ModuleNotFoundError: No module named 'simsopt.geo.curvecwsfourier'
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_cws_saved_local_flux_parity[cws_saved_local_flux_nfp3]	failure	AssertionError: ModuleNotFoundError: No module named 'simsopt.geo.curvecwsfourier'
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_finite_beta_target_flux_reaches_pass_parity_with_cached_target	failure	AssertionError: RuntimeError: Unknown backend: 'gpu' requested, but no platforms that are instances of gpu are present. Platforms present are: cpu
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_finitebuild_multifilament_support_gate_reaches_pass_parity	failure	AssertionError: Phase 7 support gate (finite build): CurveFilament (one of the expanded multifilament curves) does not implement to_spec() (checked via _supports_native_curve_geometry). Multifilament BiotSavartJAX construction needs an immutable native spec on every filament curve.
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_full_stage2_composite_passes_with_jax_curve_objectives	failure	AssertionError: RuntimeError: Unknown backend: 'gpu' requested, but no platforms that are instances of gpu are present. Platforms present are: cpu
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_lane_selection_filters_emitted_lanes_and_pairwise_comparisons	failure	AssertionError: assert set() == {'cpu_cpp'}
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_minimal_stage2_dof_basis_matches	failure	KeyError: 'active_dof_hash_cpu'
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_minimal_stage2_lists_unsupported_length_penalty	failure	AssertionError: fail
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_minimal_stage2_passes_native_supported_parity	failure	AssertionError: RuntimeError: Unknown backend: 'gpu' requested, but no platforms that are instances of gpu are present. Platforms present are: cpu
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_minimal_stage2_perturbation_diagnostic_is_live	failure	AssertionError: perturbation diagnostic must be present
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_pass_or_partial_rows_have_numeric_cpu_oracle_comparisons	failure	AssertionError: assert 'fail' in {'partial', 'pass'}
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_payload_schema_versioned	failure	AssertionError: assert 'jax_gpu_parity' == 'native_cpu'
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_planar_stage2_composite_passes_with_jax_curve_objectives	failure	AssertionError: NotImplementedError: Curve type CurvePlanarFourier does not expose an immutable JAX spec.
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_position_orientation_flux_support_gate_reaches_pass_parity	failure	AssertionError: ImportError: cannot import name 'create_equally_spaced_oriented_curves' from 'simsopt.geo' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/__init__.py)
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_qfm_surface_reports_fixed_state_residual_label_parity	failure	AssertionError: AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_surface_area_volume_simple_passes_value_and_gradient_parity	failure	AssertionError: AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_tracing_boozer_gc_reduced_endpoint_reaches_partial_parity	failure	AssertionError: NameError: name 'Vmec' is not defined
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_tracing_fieldlines_ncsx_reduced_endpoint_reaches_pass_parity	failure	AssertionError: ImportError: cannot import name '_compute_fieldlines_jax' from 'simsopt.field.tracing' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/field/tracing.py)
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_tracing_fieldlines_qa_reduced_endpoint_passes_endpoint_parity	failure	AssertionError: ImportError: cannot import name '_compute_fieldlines_jax' from 'simsopt.field.tracing' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/field/tracing.py)
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_tracing_particle_gc_vac_reduced_endpoint_reaches_pass_parity	failure	AssertionError: ImportError: cannot import name '_trace_particles_jax_guiding_center_vacuum' from 'simsopt.field.tracing' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/field/tracing.py)
batch_011	tests.integration.test_non_banana_example_cpp_jax_cpu_parity	test_wireframe_gsco_multistep_first_step_reaches_partial_parity	failure	AssertionError: RuntimeError: Unknown backend: 'gpu' requested, but no platforms that are instances of gpu are present. Platforms present are: cpu
batch_011	tests.integration.test_section6_public_lane_split.TestSection6PublicLaneRealFixture	test_ondevice_lane_fails_on_real_fixture_when_private_package_is_blocked	failure	AssertionError: real-fixture subprocess failed
batch_011	tests.integration.test_section6_public_lane_split.TestSection6PublicLaneRealFixture	test_public_scipy_lane_is_rejected_before_private_package_matters	failure	AssertionError: real-fixture subprocess failed
batch_011	tests.integration.test_single_stage_jax	test_coil_dofs_gradient_to_derivative_canonical_jax_export	failure	AssertionError
batch_011	tests.integration.test_single_stage_jax	test_coil_dofs_gradient_to_derivative_preserves_shared_dof_round_trip	failure	AssertionError
batch_011	tests.integration.test_single_stage_jax	test_coil_dofs_gradient_to_derivative_uses_explicit_host_boundary	failure	AssertionError
batch_013	tests.jax.core.test_boozer_radial_interp_jax_item32	test_mixed_precision_matches_float64_reference	failure	AssertionError:
batch_013	tests.jax.core.test_dipole_field_item24	test_dipole_field_Bn_on_axis_noncartesian_matches_cpp[cylindrical]	failure	AssertionError: assert np.False_
batch_013	tests.jax.core.test_dipole_field_item24	test_dipole_field_Bn_on_axis_noncartesian_matches_cpp[toroidal]	failure	AssertionError: assert np.False_
batch_014	tests.jax.core.test_points_coils_sharding	test_points_coils_forced_cpu_stablehlo_all_reduce[grouped-points-coils-collective]	failure	AssertionError: /tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/venv/bin/python: can't open file '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/tests/tests/subprocess/jax_runtime_cases.py': [Errno 2] No such file or directory
batch_014	tests.jax.core.test_points_coils_sharding	test_points_coils_forced_cpu_stablehlo_all_reduce[grouped-points-coils-non-divisible]	failure	AssertionError: /tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/venv/bin/python: can't open file '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/tests/tests/subprocess/jax_runtime_cases.py': [Errno 2] No such file or directory
batch_014	tests.jax.core.test_regular_grid_interp_item13	test_estimate_error_returns_bracket_for_polynomial	failure	AttributeError: 'simsoptpp.RegularGridInterpolant3D' object has no attribute 'estimate_error'
batch_014	tests.jax.core.test_surface_seed_sharding	test_forced_cpu_point_axis_sharding_cases[boozer-penalty-replicated-sharding-vjp-points]	failure	AssertionError: /tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/venv/bin/python: can't open file '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/tests/tests/subprocess/jax_runtime_cases.py': [Errno 2] No such file or directory
batch_014	tests.jax.core.test_surface_seed_sharding	test_forced_cpu_point_axis_sharding_cases[boozer-penalty-replicated-sharding-vjp-points_coils]	failure	AssertionError: /tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/venv/bin/python: can't open file '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/tests/tests/subprocess/jax_runtime_cases.py': [Errno 2] No such file or directory
batch_014	tests.jax.core.test_surface_seed_sharding	test_forced_cpu_point_axis_sharding_cases[seed-batch-value-grad-sharding-points]	failure	AssertionError: /tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/venv/bin/python: can't open file '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/tests/tests/subprocess/jax_runtime_cases.py': [Errno 2] No such file or directory
batch_014	tests.jax.core.test_surface_seed_sharding	test_forced_cpu_point_axis_sharding_cases[surface-quadrature-sharding-points]	failure	AssertionError: /tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/venv/bin/python: can't open file '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/tests/tests/subprocess/jax_runtime_cases.py': [Errno 2] No such file or directory
batch_014	tests.jax.core.test_surface_seed_sharding	test_forced_cpu_point_axis_sharding_cases[target-minimize-replicated-sharding-vjp-points]	failure	AssertionError: /tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/venv/bin/python: can't open file '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/tests/tests/subprocess/jax_runtime_cases.py': [Errno 2] No such file or directory
batch_014	tests.jax.core.test_surface_seed_sharding	test_forced_cpu_point_axis_sharding_cases[target-minimize-replicated-sharding-vjp-points_coils]	failure	AssertionError: /tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/venv/bin/python: can't open file '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/tests/tests/subprocess/jax_runtime_cases.py': [Errno 2] No such file or directory
batch_014	tests.jax.core.test_tracing_jax_boozer_zeta_events	test_trace_particles_boozer_jax_records_flux_stopping_criterion	error	failed on setup with "NameError: name 'Vmec' is not defined"
