timestamp,pid,used_gpu_memory_mib
1785625991.315020753,2418383,508
1785625991.315020753,2415327,19
1785625991.315020753,2874859,52
1785625991.315020753,706901,544
1785625991.315020753,709153,930
1785625991.721232809,2415310,635
1785625991.721232809,2418383,508
1785625991.721232809,2415327,19
1785625991.721232809,2874859,52
1785625991.721232809,706901,544
1785625991.721232809,709153,930
1785625992.072375604,2415310,635
1785625992.072375604,2418383,508
1785625992.072375604,2415327,19
1785625992.072375604,2874859,52
1785625992.072375604,706901,544
1785625992.072375604,709153,930
1785625992.475369664,2415310,635
1785625992.475369664,2418383,508
1785625992.475369664,2415327,19
1785625992.475369664,2874859,52
1785625992.475369664,706901,544
1785625992.475369664,709153,930
1785625992.882899311,2415310,635
1785625992.882899311,2418383,508
1785625992.882899311,2415327,19
1785625992.882899311,2874859,52
1785625992.882899311,706901,544
1785625992.882899311,709153,930
1785625993.293345251,2415310,635
1785625993.293345251,2418383,508
1785625993.293345251,2415327,19
1785625993.293345251,2874859,52
1785625993.293345251,706901,544
1785625993.293345251,709153,930
1785625993.683268034,2415310,635
1785625993.683268034,2418383,508
1785625993.683268034,2415327,19
1785625993.683268034,2874859,52
1785625993.683268034,706901,544
1785625993.683268034,709153,930
1785625994.045793628,2415310,635
1785625994.045793628,2418383,508
1785625994.045793628,2415327,19
1785625994.045793628,2874859,52
1785625994.045793628,706901,544
1785625994.045793628,709153,930
1785625994.450701133,2415310,635
1785625994.450701133,2418383,508
1785625994.450701133,2415327,19
1785625994.450701133,2874859,52
1785625994.450701133,706901,544
1785625994.450701133,709153,930
1785625994.870182845,2415310,635
1785625994.870182845,2418383,508
1785625994.870182845,2415327,19
1785625994.870182845,2874859,52
1785625994.870182845,706901,544
1785625994.870182845,709153,930
1785625995.294603059,2415310,635
1785625995.294603059,2418383,508
1785625995.294603059,2415327,19
1785625995.294603059,2874859,52
1785625995.294603059,706901,544
1785625995.294603059,709153,930
1785625995.737769389,2415310,635
1785625995.737769389,2418383,508
1785625995.737769389,2415327,19
1785625995.737769389,2874859,52
1785625995.737769389,706901,544
1785625995.737769389,709153,930
1785625996.187568188,2415310,635
1785625996.187568188,2418383,508
1785625996.187568188,2415327,19
1785625996.187568188,2874859,52
1785625996.187568188,706901,544
1785625996.187568188,709153,930
1785625996.596103006,2415310,635
1785625996.596103006,2418383,508
1785625996.596103006,2415327,19
1785625996.596103006,2874859,52
1785625996.596103006,706901,544
1785625996.596103006,709153,930
1785625996.998303914,2415310,635
1785625996.998303914,2418383,508
1785625996.998303914,2415327,19
1785625996.998303914,2874859,52
1785625996.998303914,706901,544
1785625996.998303914,709153,930
1785625997.368604243,2415310,635
1785625997.368604243,2418383,508
1785625997.368604243,2415327,19
1785625997.368604243,2874859,52
1785625997.368604243,706901,544
1785625997.368604243,709153,930
1785625997.755834098,2415310,635
1785625997.755834098,2418383,508
1785625997.755834098,2415327,19
1785625997.755834098,2874859,52
1785625997.755834098,706901,544
1785625997.755834098,709153,930
1785625998.151102957,2415310,635
1785625998.151102957,2418383,508
1785625998.151102957,2415327,19
1785625998.151102957,2874859,52
1785625998.151102957,706901,544
1785625998.151102957,709153,930
1785625998.577373282,2415310,635
1785625998.577373282,2418383,508
1785625998.577373282,2415327,19
1785625998.577373282,2874859,52
1785625998.577373282,706901,544
1785625998.577373282,709153,930
1785625998.980590978,2415310,635
1785625998.980590978,2418383,508
1785625998.980590978,2415327,19
1785625998.980590978,2874859,52
1785625998.980590978,706901,544
1785625998.980590978,709153,930
1785625999.447268738,2415310,635
1785625999.447268738,2418383,508
1785625999.447268738,2415327,19
1785625999.447268738,2874859,52
1785625999.447268738,706901,544
1785625999.447268738,709153,930
1785625999.835272256,2415310,635
1785625999.835272256,2418383,508
1785625999.835272256,2415327,19
1785625999.835272256,2874859,52
1785625999.835272256,706901,544
1785625999.835272256,709153,930
1785626000.252181501,2415310,635
1785626000.252181501,2418383,508
1785626000.252181501,2415327,19
1785626000.252181501,2874859,52
1785626000.252181501,706901,544
1785626000.252181501,709153,930
1785626000.670794677,2415310,635
1785626000.670794677,2418383,508
1785626000.670794677,2415327,19
1785626000.670794677,2874859,52
1785626000.670794677,706901,544
1785626000.670794677,709153,930
1785626001.071620708,2415310,635
1785626001.071620708,2418383,508
1785626001.071620708,2415327,19
1785626001.071620708,2874859,52
1785626001.071620708,706901,544
1785626001.071620708,709153,930
1785626001.473824510,2415310,635
1785626001.473824510,2418383,508
1785626001.473824510,2415327,19
1785626001.473824510,2874859,52
1785626001.473824510,706901,544
1785626001.473824510,709153,930
1785626001.932733322,2415310,635
1785626001.932733322,2418383,508
1785626001.932733322,2415327,19
1785626001.932733322,2874859,52
1785626001.932733322,706901,544
1785626001.932733322,709153,930
1785626002.348505699,2415310,635
1785626002.348505699,2418383,508
1785626002.348505699,2415327,19
1785626002.348505699,2874859,52
1785626002.348505699,706901,544
1785626002.348505699,709153,930
1785626002.714839606,2415310,635
1785626002.714839606,2418383,508
1785626002.714839606,2415327,19
1785626002.714839606,2874859,52
1785626002.714839606,706901,544
1785626002.714839606,709153,930
1785626003.114328288,2415310,635
1785626003.114328288,2418383,508
1785626003.114328288,2415327,19
1785626003.114328288,2874859,52
1785626003.114328288,706901,544
1785626003.114328288,709153,930
1785626003.449587138,2415310,635
1785626003.449587138,2418383,508
1785626003.449587138,2415327,19
1785626003.449587138,2874859,52
1785626003.449587138,706901,544
1785626003.449587138,709153,930
1785626003.849162179,2415310,635
1785626003.849162179,2418383,508
1785626003.849162179,2415327,19
1785626003.849162179,2874859,52
1785626003.849162179,706901,544
1785626003.849162179,709153,930
1785626004.286651807,2415310,635
1785626004.286651807,2418383,508
1785626004.286651807,2415327,19
1785626004.286651807,2874859,52
1785626004.286651807,706901,544
1785626004.286651807,709153,930
1785626004.668667255,2415310,635
1785626004.668667255,2418383,508
1785626004.668667255,2415327,19
1785626004.668667255,2874859,52
1785626004.668667255,706901,544
1785626004.668667255,709153,930
1785626005.104646473,2415310,635
1785626005.104646473,2418383,508
1785626005.104646473,2415327,19
1785626005.104646473,2874859,52
1785626005.104646473,706901,544
1785626005.104646473,709153,930
1785626005.477389394,2415310,635
1785626005.477389394,2418383,508
1785626005.477389394,2415327,19
1785626005.477389394,2874859,52
1785626005.477389394,706901,544
1785626005.477389394,709153,930
1785626005.896470013,2415310,635
1785626005.896470013,2418383,508
1785626005.896470013,2415327,19
1785626005.896470013,2874859,52
1785626005.896470013,706901,544
1785626005.896470013,709153,930
1785626006.288843479,2415310,635
1785626006.288843479,2418383,508
1785626006.288843479,2415327,19
1785626006.288843479,2874859,52
1785626006.288843479,706901,544
1785626006.288843479,709153,930
1785626006.657577815,2415310,635
1785626006.657577815,2418383,508
1785626006.657577815,2415327,19
1785626006.657577815,2874859,52
1785626006.657577815,706901,544
1785626006.657577815,709153,930
1785626007.041102221,2415310,635
1785626007.041102221,2418383,508
1785626007.041102221,2415327,19
1785626007.041102221,2874859,52
1785626007.041102221,706901,544
1785626007.041102221,709153,930
1785626007.417936100,2415310,635
1785626007.417936100,2418383,508
1785626007.417936100,2415327,19
1785626007.417936100,2874859,52
1785626007.417936100,706901,544
1785626007.417936100,709153,930
1785626007.835565108,2415310,635
1785626007.835565108,2418383,508
1785626007.835565108,2415327,19
1785626007.835565108,2874859,52
1785626007.835565108,706901,544
1785626007.835565108,709153,930
1785626008.235883886,2415310,635
1785626008.235883886,2418383,508
1785626008.235883886,2415327,19
1785626008.235883886,2874859,52
1785626008.235883886,706901,544
1785626008.235883886,709153,930
1785626008.639392550,2415310,635
1785626008.639392550,2418383,508
1785626008.639392550,2415327,19
1785626008.639392550,2874859,52
1785626008.639392550,706901,544
1785626008.639392550,709153,930
1785626009.077916953,2415310,635
1785626009.077916953,2418383,508
1785626009.077916953,2415327,19
1785626009.077916953,2874859,52
1785626009.077916953,706901,544
1785626009.077916953,709153,930
1785626009.465797197,2415310,635
1785626009.465797197,2418383,508
1785626009.465797197,2415327,19
1785626009.465797197,2874859,52
1785626009.465797197,706901,544
1785626009.465797197,709153,930
1785626009.855231766,2415310,635
1785626009.855231766,2418383,508
1785626009.855231766,2415327,19
1785626009.855231766,2874859,52
1785626009.855231766,706901,544
1785626009.855231766,709153,930
1785626010.250263127,2415310,635
1785626010.250263127,2418383,508
1785626010.250263127,2415327,19
1785626010.250263127,2874859,52
1785626010.250263127,706901,544
1785626010.250263127,709153,930
1785626010.619550634,2415310,635
1785626010.619550634,2418383,508
1785626010.619550634,2415327,19
1785626010.619550634,2874859,52
1785626010.619550634,706901,544
1785626010.619550634,709153,930
1785626011.033237065,2415310,635
1785626011.033237065,2418383,508
1785626011.033237065,2415327,19
1785626011.033237065,2874859,52
1785626011.033237065,706901,544
1785626011.033237065,709153,930
1785626011.417495805,2415310,635
1785626011.417495805,2418383,508
1785626011.417495805,2415327,19
1785626011.417495805,2874859,52
1785626011.417495805,706901,544
1785626011.417495805,709153,930
1785626011.821697640,2415310,635
1785626011.821697640,2418383,508
1785626011.821697640,2415327,19
1785626011.821697640,2874859,52
1785626011.821697640,706901,544
1785626011.821697640,709153,930
1785626012.216746768,2415310,635
1785626012.216746768,2418383,508
1785626012.216746768,2415327,19
1785626012.216746768,2874859,52
1785626012.216746768,706901,544
1785626012.216746768,709153,930
1785626012.609332874,2415310,635
1785626012.609332874,2418383,508
1785626012.609332874,2415327,19
1785626012.609332874,2874859,52
1785626012.609332874,706901,544
1785626012.609332874,709153,930
1785626013.008328955,2415310,635
1785626013.008328955,2418383,508
1785626013.008328955,2415327,19
1785626013.008328955,2874859,52
1785626013.008328955,706901,544
1785626013.008328955,709153,930
1785626013.392399792,2415310,635
1785626013.392399792,2418383,508
1785626013.392399792,2415327,19
1785626013.392399792,2874859,52
1785626013.392399792,706901,544
1785626013.392399792,709153,930
1785626013.785974294,2415310,635
1785626013.785974294,2418383,508
1785626013.785974294,2415327,19
1785626013.785974294,2874859,52
1785626013.785974294,706901,544
1785626013.785974294,709153,932
1785626014.169337037,2415310,635
1785626014.169337037,2418383,508
1785626014.169337037,2415327,19
1785626014.169337037,2874859,52
1785626014.169337037,706901,544
1785626014.169337037,709153,932
1785626014.570679154,2415310,635
1785626014.570679154,2418383,508
1785626014.570679154,2415327,19
1785626014.570679154,2874859,52
1785626014.570679154,706901,544
1785626014.570679154,709153,932
1785626014.986153883,2415310,635
1785626014.986153883,2418383,508
1785626014.986153883,2415327,19
1785626014.986153883,2874859,52
1785626014.986153883,706901,544
1785626014.986153883,709153,932
1785626015.371722751,2415310,635
1785626015.371722751,2418383,508
1785626015.371722751,2415327,19
1785626015.371722751,2874859,52
1785626015.371722751,706901,544
1785626015.371722751,709153,932
1785626015.781661449,2415310,635
1785626015.781661449,2418383,508
1785626015.781661449,2415327,19
1785626015.781661449,2874859,52
1785626015.781661449,706901,544
1785626015.781661449,709153,932
1785626016.191082209,2415310,635
1785626016.191082209,2418383,508
1785626016.191082209,2415327,19
1785626016.191082209,2874859,52
1785626016.191082209,706901,544
1785626016.191082209,709153,932
1785626016.564077579,2415310,635
1785626016.564077579,2418383,508
1785626016.564077579,2415327,19
1785626016.564077579,2874859,52
1785626016.564077579,706901,544
1785626016.564077579,709153,932
1785626016.936765137,2415310,635
1785626016.936765137,2418383,508
1785626016.936765137,2415327,19
1785626016.936765137,2874859,52
1785626016.936765137,706901,544
1785626016.936765137,709153,932
1785626017.329730092,2415310,635
1785626017.329730092,2418383,508
1785626017.329730092,2415327,19
1785626017.329730092,2874859,52
1785626017.329730092,706901,544
1785626017.329730092,709153,932
1785626017.732119243,2415310,635
1785626017.732119243,2418383,508
1785626017.732119243,2415327,19
1785626017.732119243,2874859,52
1785626017.732119243,706901,544
1785626017.732119243,709153,932
1785626018.137711027,2415310,635
1785626018.137711027,2418383,508
1785626018.137711027,2415327,19
1785626018.137711027,2874859,52
1785626018.137711027,706901,544
1785626018.137711027,709153,932
1785626018.542516930,2415310,635
1785626018.542516930,2418383,508
1785626018.542516930,2415327,19
1785626018.542516930,2874859,52
1785626018.542516930,706901,544
1785626018.542516930,709153,932
1785626018.995401698,2415310,635
1785626018.995401698,2418383,508
1785626018.995401698,2415327,19
1785626018.995401698,2874859,52
1785626018.995401698,706901,544
1785626018.995401698,709153,932
1785626019.390041821,2415310,635
1785626019.390041821,2418383,508
1785626019.390041821,2415327,19
1785626019.390041821,2874859,52
1785626019.390041821,706901,544
1785626019.390041821,709153,932
1785626019.769801829,2415310,635
1785626019.769801829,2418383,508
1785626019.769801829,2415327,19
1785626019.769801829,2874859,52
1785626019.769801829,706901,544
1785626019.769801829,709153,932
1785626020.201518000,2415310,635
1785626020.201518000,2418383,508
1785626020.201518000,2415327,19
1785626020.201518000,2874859,52
1785626020.201518000,706901,544
1785626020.201518000,709153,932
1785626020.577213819,2415310,635
1785626020.577213819,2418383,508
1785626020.577213819,2415327,19
1785626020.577213819,2874859,52
1785626020.577213819,706901,544
1785626020.577213819,709153,932
1785626020.961368602,2415310,635
1785626020.961368602,2418383,508
1785626020.961368602,2415327,19
1785626020.961368602,2874859,52
1785626020.961368602,706901,544
1785626020.961368602,709153,932
1785626021.335537216,2415310,635
1785626021.335537216,2418383,508
1785626021.335537216,2415327,19
1785626021.335537216,2874859,52
1785626021.335537216,706901,544
1785626021.335537216,709153,932
1785626021.728641932,2415310,635
1785626021.728641932,2418383,508
1785626021.728641932,2415327,19
1785626021.728641932,2874859,52
1785626021.728641932,706901,544
1785626021.728641932,709153,932
1785626022.103614864,2415310,635
1785626022.103614864,2418383,508
1785626022.103614864,2415327,19
1785626022.103614864,2874859,52
1785626022.103614864,706901,544
1785626022.103614864,709153,932
1785626022.481841858,2415310,635
1785626022.481841858,2418383,508
1785626022.481841858,2415327,19
1785626022.481841858,2874859,52
1785626022.481841858,706901,544
1785626022.481841858,709153,932
1785626022.897796839,2415310,635
1785626022.897796839,2418383,508
1785626022.897796839,2415327,19
1785626022.897796839,2874859,52
1785626022.897796839,706901,544
1785626022.897796839,709153,932
1785626023.275777782,2415310,635
1785626023.275777782,2418383,508
1785626023.275777782,2415327,19
1785626023.275777782,2874859,52
1785626023.275777782,706901,544
1785626023.275777782,709153,932
1785626023.674572971,2415310,635
1785626023.674572971,2418383,508
1785626023.674572971,2415327,19
1785626023.674572971,2874859,52
1785626023.674572971,706901,544
1785626023.674572971,709153,932
1785626024.078006361,2415310,635
1785626024.078006361,2418383,508
1785626024.078006361,2415327,19
1785626024.078006361,2874859,52
1785626024.078006361,706901,544
1785626024.078006361,709153,932
1785626024.488045570,2415310,635
1785626024.488045570,2418383,508
1785626024.488045570,2415327,19
1785626024.488045570,2874859,52
1785626024.488045570,706901,544
1785626024.488045570,709153,932
1785626024.934813424,2415310,635
1785626024.934813424,2418383,508
1785626024.934813424,2415327,19
1785626024.934813424,2874859,52
1785626024.934813424,706901,544
1785626024.934813424,709153,932
1785626025.373198248,2415310,635
1785626025.373198248,2418383,508
1785626025.373198248,2415327,19
1785626025.373198248,2874859,52
1785626025.373198248,706901,544
1785626025.373198248,709153,932
1785626025.781829881,2415310,635
1785626025.781829881,2418383,508
1785626025.781829881,2415327,19
1785626025.781829881,2874859,52
1785626025.781829881,706901,544
1785626025.781829881,709153,932
1785626026.161910461,2415310,635
1785626026.161910461,2418383,508
1785626026.161910461,2415327,19
1785626026.161910461,2874859,52
1785626026.161910461,706901,544
1785626026.161910461,709153,932
1785626026.577608295,2415310,635
1785626026.577608295,2418383,508
1785626026.577608295,2415327,19
1785626026.577608295,2874859,52
1785626026.577608295,706901,544
1785626026.577608295,709153,932
1785626027.017445542,2415310,635
1785626027.017445542,2418383,508
1785626027.017445542,2415327,19
1785626027.017445542,2874859,52
1785626027.017445542,706901,544
1785626027.017445542,709153,932
1785626027.422075931,2415310,635
1785626027.422075931,2418383,508
1785626027.422075931,2415327,19
1785626027.422075931,2874859,52
1785626027.422075931,706901,544
1785626027.422075931,709153,932
1785626027.803284126,2415310,635
1785626027.803284126,2418383,508
1785626027.803284126,2415327,19
1785626027.803284126,2874859,52
1785626027.803284126,706901,544
1785626027.803284126,709153,932
1785626028.225230051,2415310,635
1785626028.225230051,2418383,508
1785626028.225230051,2415327,19
1785626028.225230051,2874859,52
1785626028.225230051,706901,544
1785626028.225230051,709153,932
1785626028.624196066,2415310,635
1785626028.624196066,2418383,508
1785626028.624196066,2415327,19
1785626028.624196066,2874859,52
1785626028.624196066,706901,544
1785626028.624196066,709153,932
1785626029.002126825,2415310,635
1785626029.002126825,2418383,508
1785626029.002126825,2415327,19
1785626029.002126825,2874859,52
1785626029.002126825,706901,544
1785626029.002126825,709153,932
1785626029.409558555,2415310,635
1785626029.409558555,2418383,508
1785626029.409558555,2415327,19
1785626029.409558555,2874859,52
1785626029.409558555,706901,544
1785626029.409558555,709153,932
1785626029.802362648,2415310,635
1785626029.802362648,2418383,508
1785626029.802362648,2415327,19
1785626029.802362648,2874859,52
1785626029.802362648,706901,544
1785626029.802362648,709153,932
1785626030.210916765,2415310,635
1785626030.210916765,2418383,508
1785626030.210916765,2415327,19
1785626030.210916765,2874859,52
1785626030.210916765,706901,544
1785626030.210916765,709153,932
1785626030.607833390,2415310,635
1785626030.607833390,2418383,508
1785626030.607833390,2415327,19
1785626030.607833390,2874859,52
1785626030.607833390,706901,544
1785626030.607833390,709153,932
1785626031.040078386,2415310,635
1785626031.040078386,2418383,508
1785626031.040078386,2415327,19
1785626031.040078386,2874859,52
1785626031.040078386,706901,544
1785626031.040078386,709153,932
1785626031.460840943,2415310,635
1785626031.460840943,2418383,508
1785626031.460840943,2415327,19
1785626031.460840943,2874859,52
1785626031.460840943,706901,544
1785626031.460840943,709153,932
1785626031.867738920,2415310,635
1785626031.867738920,2418383,508
1785626031.867738920,2415327,19
1785626031.867738920,2874859,52
1785626031.867738920,706901,544
1785626031.867738920,709153,932
1785626032.252854207,2415310,635
1785626032.252854207,2418383,508
1785626032.252854207,2415327,19
1785626032.252854207,2874859,52
1785626032.252854207,706901,544
1785626032.252854207,709153,932
1785626032.644103434,2415310,635
1785626032.644103434,2418383,508
1785626032.644103434,2415327,19
1785626032.644103434,2874859,52
1785626032.644103434,706901,544
1785626032.644103434,709153,966
1785626033.062854087,2415310,635
1785626033.062854087,2418383,508
1785626033.062854087,2415327,19
1785626033.062854087,2874859,52
1785626033.062854087,706901,544
1785626033.062854087,709153,1076
1785626033.478884340,2415310,635
1785626033.478884340,2418383,508
1785626033.478884340,2415327,19
1785626033.478884340,2874859,52
1785626033.478884340,706901,544
1785626033.478884340,709153,936
1785626033.864981303,2415310,635
1785626033.864981303,2418383,508
1785626033.864981303,2415327,19
1785626033.864981303,2874859,52
1785626033.864981303,706901,544
1785626033.864981303,709153,936
1785626034.282112431,2415310,635
1785626034.282112431,2418383,508
1785626034.282112431,2415327,19
1785626034.282112431,2874859,52
1785626034.282112431,706901,544
1785626034.282112431,709153,936
1785626034.684128341,2415310,635
1785626034.684128341,2418383,508
1785626034.684128341,2415327,19
1785626034.684128341,2874859,52
1785626034.684128341,706901,544
1785626034.684128341,709153,934
1785626035.077560749,2415310,635
1785626035.077560749,2418383,508
1785626035.077560749,2415327,19
1785626035.077560749,2874859,52
1785626035.077560749,706901,544
1785626035.077560749,709153,934
1785626035.456275045,2415310,635
1785626035.456275045,2418383,508
1785626035.456275045,2415327,19
1785626035.456275045,2874859,52
1785626035.456275045,706901,544
1785626035.456275045,709153,934
1785626035.824509690,2415310,635
1785626035.824509690,2418383,508
1785626035.824509690,2415327,19
1785626035.824509690,2874859,52
1785626035.824509690,706901,544
1785626035.824509690,709153,934
1785626036.265433500,2415310,635
1785626036.265433500,2418383,508
1785626036.265433500,2415327,19
1785626036.265433500,2874859,52
1785626036.265433500,706901,544
1785626036.687170071,2415310,635
1785626036.687170071,2418383,508
1785626036.687170071,2415327,19
1785626036.687170071,2874859,52
1785626036.687170071,706901,544
1785626037.043463607,2415310,635
1785626037.043463607,2418383,508
1785626037.043463607,2415327,19
1785626037.043463607,2874859,52
1785626037.043463607,706901,544
1785626037.411972975,2415310,635
1785626037.411972975,2418383,508
1785626037.411972975,2415327,19
1785626037.411972975,2874859,52
1785626037.411972975,706901,544
1785626037.805918694,2415310,635
1785626037.805918694,2418383,508
1785626037.805918694,2415327,19
1785626037.805918694,2874859,52
1785626037.805918694,706901,544
1785626038.180789544,2415310,635
1785626038.180789544,2418383,508
1785626038.180789544,2415327,19
1785626038.180789544,2874859,52
1785626038.180789544,706901,544
